Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,status,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Lag1_Time,Lag2_Time,Failure,time_between_failure,time_between_failure_minutes
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,3,25,5,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,12,31,14,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,10,18,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,9,19,10,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,13,12,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,6,5,17,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,27,23,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,5,4,9,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,16,7,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,23,11,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,2,1,3,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,3,22,6,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,30,5,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,12,30,4,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,10,3,17,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,28,23,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,6,21,3,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,6,12,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,3,8,15,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,4,1,13,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,5,21,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,15,4,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,2,22,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,6,30,3,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,1,26,23,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,9,20,23,2,False,,,0,,
John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2022,4,19,20,1,False,,,1,82 days 12:26:00,118826.0
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2022,10,13,6,3,False,17.0,,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2023,11,29,15,2,False,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2023,3,30,4,3,False,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2022,9,28,9,2,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2021,12,27,16,0,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2021,6,11,3,4,False,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2022,7,16,20,5,True,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2023,4,1,7,5,True,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2021,6,27,16,6,True,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2023,2,2,5,3,False,17.0,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2022,6,4,22,5,True,17.0,17.0,0,,
John Smiths/Yellow,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2024,4,17,13,2,False,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2022,7,18,12,0,False,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2022,11,30,15,2,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2022,11,17,16,3,False,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18.0,Short Stop,2023,9,6,3,2,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,17.0,Short Stop,2021,7,19,2,0,False,17.0,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,5,16,18,0,False,17.0,17.0,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,3,4,5,True,,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,13,17,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,18,18,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,14,15,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,8,4,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,12,15,21,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,3,27,3,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,12,8,3,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,21,5,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,1,7,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,2,21,13,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,11,9,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,7,7,2,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,1,14,1,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,6,7,22,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,19,0,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,3,4,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,7,18,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,6,25,10,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,13,17,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,27,2,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,18,7,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,10,24,1,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,6,4,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,24,8,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,9,4,0,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,29,21,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,6,13,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,5,10,12,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,7,21,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,11,21,12,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,24,21,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,11,6,17,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,2,26,15,5,True,,,0,,
Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,17.0,Short Stop,2021,7,8,12,3,False,,,1,-286 days +16:18:00,-410862.0
Heineken/Orange,no failure,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,17.0,Short Stop,2023,3,16,6,3,False,6.0,,0,,
John Smiths/Yellow,no failure,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,18.0,Short Stop,2024,3,22,14,4,False,6.0,6.0,0,,
John Smiths/Pink,no failure,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,17.0,Short Stop,2022,11,23,2,2,False,6.0,6.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,18.0,Short Stop,2022,1,13,14,3,False,6.0,6.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,17.0,Short Stop,2022,11,27,16,6,True,6.0,6.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,18.0,Short Stop,2021,8,24,9,1,False,6.0,6.0,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,10,3,17,1,False,6.0,6.0,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,11,11,13,5,True,,6.0,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,29,17,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,19,22,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,21,0,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,2,12,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,4,3,4,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,14,21,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,2,2,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,14,8,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,27,5,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,9,17,20,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,4,22,10,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,2,23,16,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,3,2,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,6,20,13,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,8,5,16,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,5,13,19,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,5,8,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,28,13,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,31,12,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,4,29,22,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,4,19,13,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,9,24,18,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,2,21,3,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,10,5,10,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,4,11,0,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,12,4,1,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,7,3,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,4,11,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,1,22,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,4,11,0,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,7,2,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,7,10,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,7,29,21,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,16,13,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,3,9,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,27,1,6,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,4,15,23,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,6,6,19,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,31,20,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,2,10,10,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,2,8,6,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,29,22,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,14,16,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,2,10,2,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,31,17,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,5,22,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,7,14,18,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,5,15,18,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,11,19,15,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,22,0,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,1,14,8,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,13,7,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,27,8,2,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,18,19,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,3,14,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,9,6,12,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,31,9,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,1,14,9,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,13,19,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,13,0,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,6,25,3,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,27,5,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,6,24,12,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,10,25,5,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,7,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,12,19,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,6,5,12,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,2,21,18,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,10,1,20,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,30,9,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,6,10,4,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,10,11,14,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,11,6,7,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,5,5,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,12,20,10,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,25,2,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,9,14,12,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,7,7,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,2,28,9,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,4,5,3,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,3,1,3,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,7,10,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,9,27,23,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,11,22,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,4,4,12,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,7,0,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,1,8,20,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,19,12,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,23,9,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,3,10,11,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,7,1,22,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,3,9,14,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,12,28,9,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,14,14,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,27,9,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,5,9,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,13,1,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,8,24,11,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,18,16,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,11,21,22,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,10,18,23,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,10,20,4,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,5,8,7,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,6,22,6,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,1,21,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,12,29,5,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,7,21,5,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,14,0,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,7,10,20,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,2,19,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,8,1,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,3,0,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,2,19,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,1,30,2,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,11,9,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,21,9,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,15,22,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,3,19,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,3,13,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,2,20,1,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,10,17,20,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,8,0,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,3,29,0,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,19,7,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,27,17,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,3,14,6,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,4,17,0,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,16,8,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,10,9,18,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,18,15,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,5,1,22,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,10,20,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,17,12,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,4,7,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,26,14,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,4,11,11,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,15,21,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,5,4,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,24,5,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,17,17,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,9,1,18,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,11,2,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,20,13,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,10,17,19,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,16,0,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,7,4,10,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,2,18,16,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,7,13,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,12,15,20,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,19,18,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,9,10,21,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,2,2,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,9,24,2,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,10,14,0,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,29,7,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,8,3,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,6,17,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,4,11,1,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,9,16,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,11,12,23,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,7,18,23,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,1,22,0,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,7,18,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,3,3,23,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,5,8,11,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,1,21,7,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,18,7,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,1,6,23,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,4,11,6,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,11,19,6,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,3,1,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,9,21,10,3,False,,,0,,
