Index,Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType
778321,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,10.0,material exit conv backed up,17,Short Stop
778570,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,10.0,Layer card trapped under pallet operater had to access de-pal remove trapped layer card and perform reset.,17,Short Stop
778774,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,8.0,pallet not advancing into layer pad lift. Drove one in manually and removed stray layer pads,17,Short Stop
778968,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,empty pallets out of sequence operator manually adjusting,17,Short Stop
780309,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,31.0,crafts working on conveyors,17,Breakdown
780554,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,6.0,top frame snapped,17,Short Stop
780647,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,18.0,top  frame fell into lift then lift would not come back up,17,Short Stop
780690,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,9.0,Crafts marking out on infeed,17,Breakdown
780777,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,40.0,waiting on cans ops doing hygene cleaning,17,Short Stop
781115,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,6.0,broken top frame knocking cans over operator removing top frame and picking up cans,17,Short Stop
781119,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,22.0,layer sweep crushed layer of cans also pallet infeed sensor out not sending pallets through to lift,17,Short Stop
781221,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,15.0,,17,Breakdown
782028,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,rop frame dropped in the machine had to drop all lifts,17,Short Stop
782138,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,27.0,"top frame snapped knocking 2 layers of cans off, operator entered machine to clear up and straighten pallet up",17,Short Stop
782214,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,23.0,top frame snapped in the machine had to get in and remove,17,Short Stop
782229,Strongbow/Yellow,Machine Stop,De-palletiser,Control Panel / PLC,Castel Key / E-Stops,24.0,plc tripped out craft reset,17,Short Stop
782317,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,15.0,top frame snapped and stuck in machine,17,Short Stop
782605,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,14.0,top frame jam,17,Short Stop
782794,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,95.0,chain snapped split link being replaced,17,Short Stop
782807,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,11.0,pallets jammed,17,Short Stop
782871,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,5.0,empty pallet jammed in the lift,17,Short Stop
782892,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,13.0,dropped into the lift. Entered to remove,17,Short Stop
782992,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,22.0,pallet stuck inb the lift,17,Short Stop
783034,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,5.0,issues with the layer take off,17,Breakdown
783184,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,33.0, chain came of track,17,Breakdown
783310,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Cylinder/ Clamps,63.0,lift not moving up or down,17,Breakdown
783570,Strongbow/Yellow,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,10.0,layer sweep jam,17,Short Stop
783642,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,layer pad under the cans had to manually remove,17,Short Stop
784063,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,3.0,,17,Short Stop
786078,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,11.0,,17,Short Stop
786145,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,20.0,top frame snapped,17,Short Stop
786136,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Sensor failure,13.0,sensor not seein top frame,17,Breakdown
786142,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,4.0,layer pad jam,17,Short Stop
786147,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,10.0,top frame snapped,17,Short Stop
786158,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,13.0,pallet jammed going into lift,17,Short Stop
786181,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,28.0,Needed to get over ride key to go inside machine and unjam pallets.,17,Short Stop
786860,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,12.0,Pallert jammed in lift operater had to access de-pal free jammed pallet and perform reset.,17,Short Stop
786950,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,27.0,Top layer smash operater had to clear cans and restart.,17,Short Stop
787016,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,8.0,"layer card not picked up, knocking all cans over on conveyor",17,Short Stop
787085,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,8.0,"Lightguard tripped operater had access de-pal, re-allign lightguard and perform reset. Caused gap in cans to filler.",17,Short Stop
787341,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,4.0,stacker pallets tripped lightbarrier,17,Short Stop
787342,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,1.0,layer card pallet jam on outfeed,17,Short Stop
787459,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,9.0,top frame snapped ontop of pallet operator manually removing,17,Short Stop
787462,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,10.0,pallet jam operaTOR REMOVED AND RESET,17,Short Stop
787551,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,lkayer pad dropped onto conveyor knocking cans over,17,Short Stop
787555,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,5.0,pallet jam on outfeed (stacker pallets),17,Short Stop
787541,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,12.0,lyer card dropped onto conveyor knocking cans over,17,Short Stop
787557,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,10.0,2 jammed pallets on outfeed,17,Short Stop
787563,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,22.0,two layers of jammed cans and layer cards not lifting off correctly,17,Short Stop
787568,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,20.0,stacker pallets collapsed onto conveyors operator went for overide key and removed stacker pallet jam,17,Short Stop
787737,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,6.0,MB Layerpad pallet jammed on the outfeed.,17,Short Stop
787819,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Setup and adjustments,33.0,Sucker assembly not picking up layer cards crafts called and adjusted sensors,17,Short Stop
787864,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,24.0,operator add to gain asset due to pallets jammed,17,Breakdown
788149,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,6.0,,17,Breakdown
788174,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,9.0,,17,Short Stop
788176,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,8.0,,17,Short Stop
788241,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,7.0,Light guard tripped out. Operater had to clear dunage and perform reset.,17,Short Stop
788327,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,15.0,"Pallet jammed on a layer card operater had to access de-pal, Recover jammed layer card and perform reset.",17,Breakdown
788478,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,13.0,tripped due to jammed plt removed trapped empty plt,17,Short Stop
788611,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,6.0,dropped top frame,17,Short Stop
788996,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,14.0,full layer of crushed cans due to layer card not removing,17,Short Stop
789003,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,11.0,dropping layer cards caused jam on sweeper arm,17,Short Stop
789007,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,layer card faults board went into sweeper arm section  knocked all cans over on sweeper arm section,17,Short Stop
789075,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,8.0,damaged cans on pallet op taking cans off,17,Short Stop
789195,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,6.0,pallet jam on outfeed,17,Short Stop
789198,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,5.0,"damaged cans made way to infeed of filler, operator removed all damaged cans and reset",17,Short Stop
789370,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,12.0,pallet jammed,17,Short Stop
789396,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,10.0,Top frame snapped and fell down,17,Breakdown
789412,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,71.0,"Layer card carraige would not return to its home position, found jammed layer card in lift unable to free after two attemps so crafts called manged to free howver, found that carraige had tripped in panel now ok",17,Breakdown
789419,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,46.0,Also banding from pallet snapped covered sensor preventing pallets travelling on infeed conveyorage,17,Breakdown
789425,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,8.0,,17,Breakdown
789440,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,10.0,"pallet not driving out of lift,ran in manual",17,Breakdown
789449,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Sensor failure,8.0,Crafts called sensors faulty,17,Breakdown
789459,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Sensor failure,20.0,sensors out of align,17,Breakdown
789496,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,20.0,Pallets jammed on outfeed and not going into lift in auto,17,Breakdown
789511,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,19.0,MB Layer pad pallet knocked the light guard out of allignment.reset light guard  Line ran empty of cans.due to walking cans round on Line18.  Re start at 3.5 300 cpm to avoid filling the bin.,17,Short Stop
789536,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,9.0,MB Empty pallets jammed in stacker needed to be driven out manually. Re start at 3.5 300 cpm to avoid filling the bin.,17,Short Stop
789563,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Sensor dirty/ misaligned,8.0,jam sensor fault,17,Short Stop
789564,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,5.0,out of sequence had to remove pallet,17,Short Stop
789568,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,14.0,layer pad lift out of sequence sensor fault,17,Short Stop
789584,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,5.0,MB Empty pallet not loading in the layercard lift. MB Tray pickup missing TSP B. Re start at 3.5 300 cpm to avoid filling the bin.,17,Short Stop
789603,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,8.0,BROKEN TOP FRAME,17,Short Stop
789604,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,10.0,PALLET NOT GOING INTO LIFT,17,Short Stop
789607,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,10.0,MB Empty pallet not loading in the layercard lift. MB Tray pickup missing TSP B. Re start at 3.5 300 cpm to avoid filling the bin.,17,Short Stop
789714,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,10.0,,17,Short Stop
789722,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,22.0,can crash and jammed in lift,17,Short Stop
789724,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,5.0,not sending pallet to layer card lift,17,Short Stop
789752,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,15.0,"Layer card transfer plate jammed causing De-pal to tripped out in electrical cabinet. Operater cleared jammed layer cards and crafts reset de-pal in control cabinet, Tested all ok.",17,Breakdown
789778,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,22.0,Pallet smash top layers operater had to clear damaged cans and perform reset.,17,Breakdown
789894,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,2.0,,17,Short Stop
789996,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,14.0,multiple top frames dropped off,17,Short Stop
790069,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,27.0,layer card stacker dropped all layer cards into lift operator had to use overide key to gain entry and manually remove layer cards from conveyor,17,Short Stop
790450,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,3.0,snapped top frame,17,Short Stop
790599,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,9.0,jammed pallet on outfeed of depal,17,Short Stop
790597,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,7.0,top frames dropped onto lift,17,Short Stop
790637,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,13.0,broken top frame,17,Short Stop
790642,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,22.0,layer card jams,17,Short Stop
790652,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Chain / Drive,19.0,craft inspecting lift,17,Short Stop
790674,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,16.0,empty pallets stuck,17,Short Stop
790715,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,7.0,layer card fault,17,Short Stop
790723,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Sensor dirty/ misaligned,15.0,sensor out of position on infeed  craft MB entered machine and realigned sensor,17,Breakdown
790728,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,7.0,top frame fell into lift,17,Short Stop
